Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","586","Pakistan","6128","Value","22000","Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day) (3-year average)","20152017","2015-2017","kcal/cap/d","2447","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6128","Value","22000","Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day) (3-year average)","20162018","2016-2018","kcal/cap/d","2443","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6128","Value","22000","Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day) (3-year average)","20172019","2017-2019","kcal/cap/d","2473","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6128","Value","22000","Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day) (3-year average)","20182020","2018-2020","kcal/cap/d","2473","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6128","Value","22000","Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day) (3-year average)","20192021","2019-2021","kcal/cap/d","2545","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6128","Value","22000","Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day) (3-year average)","20202022","2020-2022","kcal/cap/d","2524","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6128","Value","22000","Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day) (3-year average)","20212023","2021-2023","kcal/cap/d","2522","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6128","Value","22000","Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day) (3-year average)","20222024","2022-2024","kcal/cap/d","2510","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20002002","2000-2002","%","51","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20012003","2001-2003","%","50","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20022004","2002-2004","%","50","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20032005","2003-2005","%","50","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20042006","2004-2006","%","50","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20052007","2005-2007","%","49","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20062008","2006-2008","%","49","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20072009","2007-2009","%","49","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20082010","2008-2010","%","50","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20092011","2009-2011","%","51","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20102012","2010-2012","%","51","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20112013","2011-2013","%","51","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20122014","2012-2014","%","51","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20132015","2013-2015","%","51","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20142016","2014-2016","%","51","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20152017","2015-2017","%","50","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20162018","2016-2018","%","50","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20172019","2017-2019","%","49","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20182020","2018-2020","%","48","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20192021","2019-2021","%","48","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20202022","2020-2022","%","47","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20002002","2000-2002","g/cap/d","59.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20012003","2001-2003","g/cap/d","59.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20022004","2002-2004","g/cap/d","59","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20032005","2003-2005","g/cap/d","59.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20042006","2004-2006","g/cap/d","59.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20052007","2005-2007","g/cap/d","61","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20062008","2006-2008","g/cap/d","61.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20072009","2007-2009","g/cap/d","62.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20082010","2008-2010","g/cap/d","63.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20092011","2009-2011","g/cap/d","64.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20102012","2010-2012","g/cap/d","64.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20112013","2011-2013","g/cap/d","65","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20122014","2012-2014","g/cap/d","65.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20132015","2013-2015","g/cap/d","66.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20142016","2014-2016","g/cap/d","67.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/cap/d","68.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20162018","2016-2018","g/cap/d","69.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20172019","2017-2019","g/cap/d","69.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20182020","2018-2020","g/cap/d","69.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20192021","2019-2021","g/cap/d","70.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20202022","2020-2022","g/cap/d","70.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20002002","2000-2002","g/cap/d","22.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20012003","2001-2003","g/cap/d","22.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20022004","2002-2004","g/cap/d","22.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20032005","2003-2005","g/cap/d","23","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20042006","2004-2006","g/cap/d","23.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20052007","2005-2007","g/cap/d","24.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20062008","2006-2008","g/cap/d","24.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20072009","2007-2009","g/cap/d","25.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20082010","2008-2010","g/cap/d","24.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20092011","2009-2011","g/cap/d","24.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20102012","2010-2012","g/cap/d","23.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20112013","2011-2013","g/cap/d","23.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20122014","2012-2014","g/cap/d","24.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20132015","2013-2015","g/cap/d","25.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20142016","2014-2016","g/cap/d","25.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/cap/d","26.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20162018","2016-2018","g/cap/d","27.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20172019","2017-2019","g/cap/d","28.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20182020","2018-2020","g/cap/d","29.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20192021","2019-2021","g/cap/d","29.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20202022","2020-2022","g/cap/d","29.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2000","2000","km","1","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","586","Pakistan","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2001","2001","km","1","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","586","Pakistan","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2002","2002","km","1","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","586","Pakistan","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2003","2003","km","1","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","586","Pakistan","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2004","2004","km","1","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","586","Pakistan","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2005","2005","km","1","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","586","Pakistan","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2006","2006","km","1","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","586","Pakistan","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2007","2007","km","1","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","586","Pakistan","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2008","2008","km","1","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","586","Pakistan","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2009","2009","km","1","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","586","Pakistan","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2010","2010","km","1","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","586","Pakistan","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2011","2011","km","1","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","586","Pakistan","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2012","2012","km","1","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","586","Pakistan","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2013","2013","km","1","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","586","Pakistan","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2014","2014","km","1","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","586","Pakistan","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2015","2015","km","1","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","586","Pakistan","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2016","2016","km","1","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","586","Pakistan","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2017","2017","km","1","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","586","Pakistan","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2018","2018","km","1","X","Figure from external organization",""
